RAW,CATS,WELLGOS,FOCUS,N,GENDER
"Tracking my progress has great advatages. It is important to reward my sobriety. Rewarding these new behaviors reinforces them, replacing the old drug seeking actions. I enjoy tracking my progress. I have ten years clean and sober but each day still feels like the first.","SELF ESTEEM / deserve & rewards,PROGRESS / rewards & proud","Sobriety Soulmater,Confidence Colonizer,Behavior Savior",DRUGS/ALC,Jen,female
"I have a long road ahead of me, but I am ok with that because I have all the time in the world. My time has been extended by stopping using, and I am living a much longer life now.","FAITH,GRATITUDE / progress & growth,PROGRESS / future & hope,BABY STEPS / focus on today","Baby Step Embracer,Wellectricity Generator,The Momentumizer ,Progress Pollinator",DRUGS/ALC,Jen,female
"One major reinforcement for rehabilitation is staying connected with others who share the same struggles and victories. I love rehab because I realize it’s more than just a name or a title placed on a solution to temptations. Rehab enables me to work on myself, has taught me to love myself, and I will always be grateful for these opportunities.","MOTIVATION,GRATITUDE / opportunities,COMMUNITY / connection with others","Sobriety Soulmater,Destiny Diviner,Ever Evolving Flower,Spiritual Conquest-ador,Gratitude Guru",DRUGS/ALC,Jen,female
"When I see old friends that I use to use with, I have a game plan to walk the other way. I avoid relapse by relying on my tools and working the steps (12 steps). Avoiding relapse was initially frightening; however, that fear now subsides when I apply my coping strategies and listen to those who have walked this path.","RELAPSE,INFLUENCES,COMMUNITY / listen to guidance","Lapse Lessenizer,Bad Influence Bulldozer,Void Avoider,Sober Selfie",DRUGS/ALC,Jen,female
"Even though I have done some shameful things, I deserve treatment for my addiction/ temptation.","SHAME,WORTHINESS / deserve & rewards,SELF ESTEEM / deserve & rewards","Self Worth Surfer,The Deshamer,Self Esteem Elixir,Inner Forgiverizer",DRUGS/ALC,Jen,female
"Today I was able to restrain myself from using. I rewarded myself by writing down, over and over, that I am worthy of sobriety. Restraining myself from making a mistake wasn’t easy, but, it was absolutely worth it!","""WILL POWER
"",CONFIDENCE / acceptance & worth,WORTHINESS / deserve & rewards","Worthiness Whisperer,Self Control 101'r,Abstainer Amazer,Inner Winner",DRUGS/ALC,Jen,female
"Normally, I analyze any behaviors that are perceived as risks. I know that I cannot see everything myself, so getting another to perform an analysis is something me view as necessary. For example, my office had a party. I wanted to attend, but everyone was going to be drinking. I felt like I could handle the atmoField, but my fellow group in recovery felt the risk was too high, and the reward was too low. They were right.","ABSTINENCE,SOBRIETY / costs & benefits,WARNINGS / Avoid triggers","Little Hint Listener,Emotions Auditor,Thought Auditor,I-examiner - motivations,Self awareness / habits & behavior,SELF HARM ALARMER / remove from situations",DRUGS/ALC,Jen,female
"Even though addiction is a disease, I accept my role and how my decisions contribute. I accept responsibility for all of my wrongdoings. I am a pure reflection of what I believe. I believe that I deserve to live a long life, free of alcohol and/or drugs. It is my responsibility to put in the work to make this happen.","RESPONSIBILITY,MINDSET / imperfection & acceptance,INNER POWER / Decisions","Responsibility Rippler,Inner Anointer,Wrong Righter,Worthy Soul’r,Inner Winner",DRUGS/ALC,Jen,female
"Change is difficult and takes time. It is often that I feel more negative feelings than I would like, and I am eager to experience the positives of sobriety that everyone is promising. Today, though, I have faith that as long as I put in the work, I can rewrite the rules of my life and my purpose. Once I have mentally completed this, I can begin to act on them, and then the positive experiences will come.","OPTIMISM,FAITH,CHANGE / mental confidence","Faith Fertilizer,Inner Motor Motivator,Barefoot Believer,Hope Harvester,New Pattern Painter / confidence & awareness",DRUGS/ALC,Jen,female
"Reaching out to others is a new, uncomfortable feeling; however, making a circle of sobriety around myself is a safety net, and I know it is for my own good. I need a safety net, and I am responsible for creating one that is durable, strong, and reliable. Given the tools I have learned for living one day at a time, remaining sober and clean, I have total faith in the net that I am building. From self-awareness and strength, to forgiveness and honesty—these are providing me with a safety net, catching me from falling into the depths of hell—active addiction and relapse.","TRUST,COMMUNITY / Meetings & groups,SOBRIETY / behavior & action","Confidence Colonizer,The Benefisher,Soul Practitioner,Low Vibration Lifter,VULNERABILITY / reach out for help",DRUGS/ALC,Jen,female
"I am aware that I have the ability to self destruct. I must recognize these deceptions in self-talk. When I feel I am justifying the need to use, I will sprint to a support group, a meeting, to pick up the phone for help, or resort to my prearranged list (i.e. meditation, exercise), and work through these thoughts.","DELUSION,TRUTH / Inventory,INNER / SELF / awareness","Rationalization Rinser,Delusion Detector,Sabotage SOS’r,Illogical Looper,Behavior Savior",DRUGS/ALC,Jen,female
"My self-mastery begins with self-awareness. I will never be able to master my addiction. This disease is far too complicated to be complacent. I can envision my future, and in it, I see myself living a life of sobriety while applying the coping mechanisms to combat my illness. I see others learning from my experiences and the way I live my life, day to day.","POWERLESSNESS,FAITH,INNER MASTERY / beliefs & awareness","Self Awareness Awakener,Growth Gardener,Inner Soul X-Rayer,Sober Selfie,Sobriety 101'r",DRUGS/ALC,Jen,female
"Positive self-talk is paramount to my recovery. I will constantly monitor it though to ensure the things I am saying to myself are conducive to my road to recovery. Monitoring my self-talk often comes down to making a list of things I can say to myself, and things I can’t. I am strong, I am battling and winning against this disease, and I believe I will continue to live out the rest of my days with the same mindset and strength to conquer whatever comes my way.","OPTIMISM,MINDSET / imperfection & acceptance,INNER POWER / Fears & Strength","Inner Winner,Wellectricity Generator,I-Can-ographer,Self Esteem Elixir,THOUGHTS / positivity",DRUGS/ALC,Jen,female
"I am learning how to avoid any situation that will threaten my sobriety, even if it means giving up friends that I love and adore. Giving up things people, places, and things that are a threat to my sobiety are difficult, but well worth it. The act of doing these things does not feel good in the moment; however, I have so much clarity now, and am able to see exactly how each contributed to the drug-seeking lifestyle I led. Today I am able to avoid these situations, and I trust my new outlook on life.","INFLUENCES,SITUATIONS,WARNINGS / Avoid triggers","Situation Detacher,Bad Influence Butcher,Faith Fertilizer,WAIT AND SWITCH / Progress,COMMITMENT knitter / abstinence confidence",DRUGS/ALC,Jen,female
Certain situations I am learning how to tolerate. For instance working with people who trigger negative emotions---I tolerate the situation by learning to focus on the positives and respectfully vocalizing my feelings. Holding them in is too dangerous in terms of relapse. Some situations are unavoidable. I can use many coping tools before removing myself.,"SITUATIONS,REACTIONS,NEGATIVITY","Situation Unscrewer,Emotions Elixir,Feelings Flipper,Reactions Auditor,Problem Primer",DRUGS/ALC,Jen,female
"Today I accept I am not perfect. Perfect people don’t exist. Relapse is not inevitable. Relapse is a part of recovery. I learn from my mistakes; they make me stronger and give me a clearer insight to what recovery looks and feels like. I accept that slips happen; however I am doing everything in my power to ensure they don’t happen to me, just for today.","LAPSE,MINDSET / imperfection & acceptance,CONFIDENCE / acceptance & worth","Lapse Lessonizer,Imperfections TBH,Blunder Blesser,Inner Power Allower,The Flawbreaker",DRUGS/ALC,Jen,female
